name,entity_link
the boss baby (2017),<http://dbpedia.org/resource/The_Boss_Baby>
,<http://dbpedia.org/resource/Star_Wars:_The_Rise_of_Skywalker>
gargoyles (1994),<http://dbpedia.org/resource/Gargoyles_(TV_series)>
hannibal (2001),<http://dbpedia.org/resource/Hannibal_(2001_film)>
kung fu hustle (2004),<http://dbpedia.org/resource/Kung_Fu_Hustle>
once upon a time (1944),<http://dbpedia.org/resource/Once_Upon_a_Time_(1944_film)>
dutch (1991),<http://dbpedia.org/resource/Dutch_(film)>
true romance (1993),<http://dbpedia.org/resource/True_Romance>
moulin rouge (1952),<http://dbpedia.org/resource/Moulin_Rouge_(1952_film)>
knock knock (2015),<http://dbpedia.org/resource/Knock_Knock_(2015_film)>
a star is born (2018),<http://dbpedia.org/resource/A_Star_Is_Born_(2018_film)>
get hard (2015),<http://dbpedia.org/resource/Get_Hard>
talladega nights: the ballad of ricky bobby (2006),<http://dbpedia.org/resource/Talladega_Nights:_The_Ballad_of_Ricky_Bobby>
zoolander (2001),<http://dbpedia.org/resource/Zoolander>
blockers (2018),<http://dbpedia.org/resource/Blockers_(film)>
trainwreck (2015),<http://dbpedia.org/resource/Trainwreck_(film)>
war room (2015),<http://dbpedia.org/resource/War_Room_(film)>
alena (2015),<http://dbpedia.org/resource/Alena_(2015_film)>
time matrix (2013),<http://dbpedia.org/resource/Keanu_(film)>
castaway (1986),<http://dbpedia.org/resource/Castaway_(film)>
school of rock (2003),<http://dbpedia.org/resource/School_of_Rock>
inferno (2016),<http://dbpedia.org/resource/Inferno_(2016_film)>
miracle on 34th street (1947),<http://dbpedia.org/resource/Miracle_on_34th_Street>
snow queen (2002),<http://dbpedia.org/resource/Snow_Queen_(2002_film)>
scarface (1983),<http://dbpedia.org/resource/Scarface_(1983_film)>
bad ben (2016),<http://dbpedia.org/resource/The_Watch_(2012_film)>
rear window (1954),<http://dbpedia.org/resource/Rear_Window>
lions (2014),<http://dbpedia.org/resource/Entertainment_(2015_film)>
my sister's keeper (2009),<http://dbpedia.org/resource/My_Sister's_Keeper_(film)>
clay pigeons (1998),<http://dbpedia.org/resource/Clay_Pigeons>
maverick (1994),<http://dbpedia.org/resource/Maverick_(film)>
europa (1991),<http://dbpedia.org/resource/Europa_(film)>
bhoot (2003),<http://dbpedia.org/resource/Bhoot_(film)>
resident evil: the final chapter (2016),<http://dbpedia.org/resource/Resident_Evil:_The_Final_Chapter>
"good morning, vietnam (1987)","<http://dbpedia.org/resource/Good_Morning,_Vietnam>"
wonderful life (1964),<http://dbpedia.org/resource/Wonderful_Life_(1964_film)>
safe (2012),<http://dbpedia.org/resource/Safe_(2012_film)>
singapore (1947),<http://dbpedia.org/resource/Singapore_(1947_film)>
the expendables 3 (2014),<http://dbpedia.org/resource/The_Expendables_3>
tombstone (1993),<http://dbpedia.org/resource/Tombstone_(film)>
dora and the lost city of gold (2019),<http://dbpedia.org/resource/Dora_and_the_Lost_City_of_Gold>
romantic comedy (1983),<http://dbpedia.org/resource/Romantic_Comedy_(1983_film)>
splash (1984),<http://dbpedia.org/resource/Splash_(film)>
dark night (2017),<http://dbpedia.org/resource/Inception>
girl (2018),<http://dbpedia.org/resource/Girl_(2018_film)>
a dirty shame (2004),<http://dbpedia.org/resource/A_Dirty_Shame>
1917 (2019),<http://dbpedia.org/resource/War_Story_(2014_film)>
war horse (2011),<http://dbpedia.org/resource/War_Horse_(film)>
blue sky (1994),<http://dbpedia.org/resource/Blue_Sky_(1994_film)>
daddy's home 2 (2017),<http://dbpedia.org/resource/Daddy's_Home_2>
the lobster (2015),<http://dbpedia.org/resource/The_Lobster>
fargo (2014),<http://dbpedia.org/resource/Fargo_(season_1)>
three days (2001),<http://dbpedia.org/resource/Three_Days_(2001_film)>
rick and morty (2013),<http://dbpedia.org/resource/Rick_and_Morty_(season_1)>
children of men (2006),<http://dbpedia.org/resource/Children_of_Men>
knowing (2009),<http://dbpedia.org/resource/Knowing_(film)>
nicholas nickleby (2002),<http://dbpedia.org/resource/Nicholas_Nickleby_(2002_film)>
fireproof (2008),<http://dbpedia.org/resource/Fireproof_(film)>
pirates (1986),<http://dbpedia.org/resource/Pirates_(1986_film)>
dead men tell (1941),<http://dbpedia.org/resource/Dead_Men_Tell>
pirates of the caribbean: dead men tell no tales (2017),<http://dbpedia.org/resource/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales>
old enough (1984),<http://dbpedia.org/resource/Old_Enough>
untamed heart (1993),<http://dbpedia.org/resource/Untamed_Heart>
"love, simon (2018)","<http://dbpedia.org/resource/Love,_Simon>"
big business (1988),<http://dbpedia.org/resource/Big_Business_(1988_film)>
wild card (2015),<http://dbpedia.org/resource/Wild_Card_(2015_film)>
law and order (1953),<http://dbpedia.org/resource/Law_and_Order_(1953_film)>
the animal (2001),<http://dbpedia.org/resource/The_Animal>
a dog's purpose (2017),<http://dbpedia.org/resource/A_Dog's_Purpose_(film)>
dr. dolittle: million dollar mutts (2009),<http://dbpedia.org/resource/Dr._Dolittle:_Million_Dollar_Mutts>
tommy (1975),<http://dbpedia.org/resource/Tommy_(1975_film)>
the autopsy of jane doe (2016),<http://dbpedia.org/resource/The_Autopsy_of_Jane_Doe>
blair witch (2016),<http://dbpedia.org/resource/Blair_Witch_(film)>
stir of echoes (1999),<http://dbpedia.org/resource/Stir_of_Echoes>
hit man (1972),<http://dbpedia.org/resource/Hit_Man_(1972_film)>
brother (2000),<http://dbpedia.org/resource/Brother_(2000_film)>
dead again (1991),<http://dbpedia.org/resource/Dead_Again>
in darkness (2018),<http://dbpedia.org/resource/In_Darkness_(2018_film)>
ender's game (2013),<http://dbpedia.org/resource/Ender's_Game_(film)>
the originals (2013),<http://dbpedia.org/resource/The_Originals_(TV_series)>
the host (2013),<http://dbpedia.org/resource/The_Host_(2013_film)>
good dick (2008),<http://dbpedia.org/resource/Good_Dick>
django unchained (2012),<http://dbpedia.org/resource/Django_Unchained>
melancholia (2011),<http://dbpedia.org/resource/Melancholia_(2011_film)>
special (2006),<http://dbpedia.org/resource/Special_(film)>
hawaii (1966),<http://dbpedia.org/resource/Hawaii_(1966_film)>
fallen angels (1995),<http://dbpedia.org/resource/Fallen_Angels_(1995_film)>
diary of the dead (2007),<http://dbpedia.org/resource/Diary_of_the_Dead>
excellent cadavers (1999),<http://dbpedia.org/resource/Excellent_Cadavers_(film)>
sex drive (2008),<http://dbpedia.org/resource/Sex_Drive_(film)>
superstar (1999),<http://dbpedia.org/resource/Superstar_(1999_film)>
without limits (1998),<http://dbpedia.org/resource/Without_Limits>
prefontaine (1997),<http://dbpedia.org/resource/Prefontaine_(film)>
the mist (2007),<http://dbpedia.org/resource/The_Mist_(film)>
october 1 (2014),<http://dbpedia.org/resource/October_1_(film)>
peppermint (2018),<http://dbpedia.org/resource/Peppermint_(2018_film)>
dogs (2016),<http://dbpedia.org/resource/Dogs_(2016_film)>
the descent (2005),<http://dbpedia.org/resource/The_Descent>
these girls (2005),<http://dbpedia.org/resource/These_Girls>
blood & guts (2006),<http://dbpedia.org/resource/More_(1998_film)>
jigsaw (2017),<http://dbpedia.org/resource/Jigsaw_(2017_film)>
john adams (2008),<http://dbpedia.org/resource/John_Adams_(miniseries)>
the age of shadows (2016),<http://dbpedia.org/resource/The_Age_of_Shadows>
the darkness (2016),<http://dbpedia.org/resource/The_Darkness_(film)>
fifty shades of grey (2015),<http://dbpedia.org/resource/Fifty_Shades_of_Grey_(film)>
anastasia (1997),<http://dbpedia.org/resource/Anastasia_(1997_film)>
the age of adaline (2015),<http://dbpedia.org/resource/The_Age_of_Adaline>
gossip girl (2007),<http://dbpedia.org/resource/Gossip_Girl>
king arthur (2004),<http://dbpedia.org/resource/King_Arthur_(2004_film)>
merlin (1992),<http://dbpedia.org/resource/Merlin_(metal_band)>
mortal engines (2018),<http://dbpedia.org/resource/Mortal_Engines_(film)>
parasite (1982),<http://dbpedia.org/resource/Parasite_(1982_film)>
friday the 13th (2009),<http://dbpedia.org/resource/Friday_the_13th_(2009_film)>
enter the void (2009),<http://dbpedia.org/resource/Enter_the_Void>
love and death (1975),<http://dbpedia.org/resource/Love_and_Death>
my family and other animals (2005),<http://dbpedia.org/resource/My_Family_and_Other_Animals_(film)>
the boss (2016),<http://dbpedia.org/resource/The_Boss_(2016_film)>
touch (2016),<http://dbpedia.org/resource/Touch_(July_Talk_album)>
bombshell (2019),<http://dbpedia.org/resource/Bombshell_(2019_film)>
festival in cannes (2001),<http://dbpedia.org/resource/Festival_in_Cannes>
the intern (2015),<http://dbpedia.org/resource/The_Intern_(2015_film)>
tully (2018),<http://dbpedia.org/resource/Tully_(2018_film)>
the butterfly effect (2004),<http://dbpedia.org/resource/The_Butterfly_Effect>
whip it (2009),<http://dbpedia.org/resource/Whip_It_(film)>
little miss sunshine (2006),<http://dbpedia.org/resource/Little_Miss_Sunshine>
quantum of solace (2008),<http://dbpedia.org/resource/Quantum_of_Solace>
fresh (1994),<http://dbpedia.org/resource/Fresh_(1994_film)>
next gen (2018),<http://dbpedia.org/resource/Next_Gen_(film)>
frailty (2001),<http://dbpedia.org/resource/Frailty_(2001_film)>
snowpiercer (2013),<http://dbpedia.org/resource/Snowpiercer>
friday night lights (2004),<http://dbpedia.org/resource/Friday_Night_Lights_(film)>
the bishop's wife (1947),<http://dbpedia.org/resource/The_Bishop's_Wife>
brightburn (2019),<http://dbpedia.org/resource/Brightburn>
area 51 (2015),<http://dbpedia.org/resource/Area_51_(film)>
you were never really here (2017),<http://dbpedia.org/resource/You_Were_Never_Really_Here>
taken (2008),<http://dbpedia.org/resource/Taken_(film)>
virus (1999),<http://dbpedia.org/resource/Virus_(1999_film)>
prom (2011),<http://dbpedia.org/resource/Prom_(film)>
lopez tonight (2009),<http://dbpedia.org/resource/Lopez_Tonight>
columbus (2017),<http://dbpedia.org/resource/Columbus_(2017_film)>
wichita (1955),<http://dbpedia.org/resource/Wichita_(1955_film)>
graceland (2012),<http://dbpedia.org/resource/Graceland_(film)>
memphis (2013),<http://dbpedia.org/resource/Memphis_(film)>
jexi (2019),<http://dbpedia.org/resource/Jexi>
industry (2020),<http://dbpedia.org/resource/Industry_(TV_series)>
corrupt (1999),<http://dbpedia.org/resource/Corrupt_(1999_film)>
source code (2011),<http://dbpedia.org/resource/Source_Code>
the man (2005),<http://dbpedia.org/resource/The_Man_(2005_film)>
steven universe (2013),<http://dbpedia.org/resource/Steven_Universe>
far and away (1992),<http://dbpedia.org/resource/Far_and_Away>
apache (1954),<http://dbpedia.org/resource/Apache_(film)>
spectre (2015),<http://dbpedia.org/resource/Spectre_(2015_film)>
texas (1941),<http://dbpedia.org/resource/Texas_(1941_film)>
once upon a time... in hollywood (2019),<http://dbpedia.org/resource/Ford_v_Ferrari>
triple frontier (2019),<http://dbpedia.org/resource/Triple_Frontier_(film)>
the intruder (2019),<http://dbpedia.org/resource/The_Intruder_(2019_film)>
danger one (2018),<http://dbpedia.org/resource/Danger_One>
a private war (2018),<http://dbpedia.org/resource/A_Private_War>
hellboy (2019),<http://dbpedia.org/resource/Hellboy_(2019_film)>
james bond (1963),<http://dbpedia.org/resource/LOL_(2012_film)>
pirates of the caribbean: the curse of the black pearl (2003),<http://dbpedia.org/resource/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl>
solo: a star wars story (2018),<http://dbpedia.org/resource/Solo:_A_Star_Wars_Story>
the twilight zone (1959),<http://dbpedia.org/resource/The_Twilight_Zone>
dirty dancing (2017 film,<http://dbpedia.org/resource/The_Invisible_Man_(painting)>
dirty dancing (2017),<http://dbpedia.org/resource/Dirty_Dancing_(2017_film)>
breaking bad (2008),<http://dbpedia.org/resource/Breaking_Bad>
silence of the lambs (1991),<http://dbpedia.org/resource/Along_Came_a_Spider_(film)>
red dragon (2002),<http://dbpedia.org/resource/Red_Dragon_(2002_film)>
victorian farm (2009),<http://dbpedia.org/resource/Victorian_Farm>
emma (2020),<http://dbpedia.org/resource/Emma_(2020_film)>
the happy prince (2018),<http://dbpedia.org/resource/The_Happy_Prince_(2018_film)>
star wars: the last jedi (2017),<http://dbpedia.org/resource/Star_Wars:_The_Last_Jedi>
rogue one: a star wars story (2016),<http://dbpedia.org/resource/Rogue_One:_A_Star_Wars_Story_(novel)>
creed ii (2018),<http://dbpedia.org/resource/Creed_II>
yesterday (2019),<http://dbpedia.org/resource/Yesterday_(2019_film)>
the big sick (2017),<http://dbpedia.org/resource/The_Big_Sick>
ted (2012),<http://dbpedia.org/resource/Ted_(film)>
outbreak (1995,<http://dbpedia.org/resource/Jumanji:_Welcome_to_the_Jungle>
call me by your name (2017),<http://dbpedia.org/resource/Call_Me_by_Your_Name_(film)>
the call of the wild (2020),<http://dbpedia.org/resource/The_Call_of_the_Wild_(2020_film)>
harrison bergeron (1995),<http://dbpedia.org/resource/Harrison_Bergeron_(film)>
doctor strange (2016),<http://dbpedia.org/resource/Doctor_Strange_(2016_film)>
hello (2008),<http://dbpedia.org/resource/Hello_(2008_film)>
gentleman's agreement (1947),<http://dbpedia.org/resource/Gentleman's_Agreement>
promising young woman (2020),<http://dbpedia.org/resource/Promising_Young_Woman>
the major (2013),<http://dbpedia.org/resource/The_Major_(film)>
see (2019),<http://dbpedia.org/resource/See_(TV_series)>
i smile back (2015),<http://dbpedia.org/resource/I_Smile_Back>
the informant! (2009),<http://dbpedia.org/resource/The_Informant!>
promised land (2012),<http://dbpedia.org/resource/Promised_Land_(2012_film)>
rampage (2018),<http://dbpedia.org/resource/Rampage_(2018_film)>
little man (2006),<http://dbpedia.org/resource/Little_Man_(2006_film)>
another woman (1988),<http://dbpedia.org/resource/Another_Woman_(1988_film)>
birdman (1967),<http://dbpedia.org/resource/Ocean's_8>
mrs. doubtfire (1993),<http://dbpedia.org/resource/Mrs._Doubtfire>
instant family (2018),<http://dbpedia.org/resource/Instant_Family>
just cause (1995),<http://dbpedia.org/resource/Just_Cause_(film)>
bad country (2014),<http://dbpedia.org/resource/Bad_Country>
minions (2015),<http://dbpedia.org/resource/Minions_(film)>
horror island (1941),<http://dbpedia.org/resource/Horror_Island>
rated x (2000),<http://dbpedia.org/resource/Rated_X_(film)>
the two popes (2019),<http://dbpedia.org/resource/The_Two_Popes>
trolls (2016),<http://dbpedia.org/resource/Trolls_(film)>
baby girl (2020),<http://dbpedia.org/resource/Frozen_(2013_film)>
role models (2008),<http://dbpedia.org/resource/Role_Models>
schindler's list (1993),<http://dbpedia.org/resource/Schindler's_List>
sweet home alabama (2002),<http://dbpedia.org/resource/Sweet_Home_Alabama_(film)>
another life (2019),<http://dbpedia.org/resource/Another_Life_(2019_TV_series)>
jerry maguire (1996),<http://dbpedia.org/resource/Jerry_Maguire>
locke & key (2020),<http://dbpedia.org/resource/Locke_&_Key_(TV_series)>
ralph breaks the internet (2018),<http://dbpedia.org/resource/Ralph_Breaks_the_Internet>
dog soldiers (2002),<http://dbpedia.org/resource/Dog_Soldiers_(film)>
batman forever (1995),<http://dbpedia.org/resource/Batman_Forever>
high hopes (1988),<http://dbpedia.org/resource/High_Hopes_(1988_film)>
bad moms (2016),<http://dbpedia.org/resource/Bad_Moms>
the spiderwick chronicles (2008),<http://dbpedia.org/resource/The_Spiderwick_Chronicles_(film)>
amazing stories (1985),<http://dbpedia.org/resource/Amazing_Stories_(1985_TV_series)>
foreign land (1997),<http://dbpedia.org/resource/High_Tension>
happy together (1997),<http://dbpedia.org/resource/Happy_Together_(1997_film)>
tinker tailor soldier spy (2011),<http://dbpedia.org/resource/Tinker_Tailor_Soldier_Spy_(film)>
wonderful days (2003),<http://dbpedia.org/resource/Deadpool_(film)>
elizabeth (1998),<http://dbpedia.org/resource/Elizabeth_(film)>
lust stories (2018),<http://dbpedia.org/resource/Lust_Stories>
the comedy (2012),<http://dbpedia.org/resource/The_Comedy_(film)>
creative control (2015),<http://dbpedia.org/resource/Creative_Control_(film)>
the good night (2007),<http://dbpedia.org/resource/The_Good_Night>
zombies (2017),<http://dbpedia.org/resource/Resident_Evil:_The_Final_Chapter>
wonder women (1973),<http://dbpedia.org/resource/Wonder_Women_(film)>
paranoid park (2007),<http://dbpedia.org/resource/Paranoid_Park_(film)>
action (1999),<http://dbpedia.org/resource/Action_(TV_series)>
gun crazy (1950),<http://dbpedia.org/resource/Gun_Crazy>
may (2002),<http://dbpedia.org/resource/May_(film)>
happy! (2017),<http://dbpedia.org/resource/Happy!_(TV_series)>
the tigger movie (2000),<http://dbpedia.org/resource/The_Tigger_Movie>
hunter x hunter (2011),<http://dbpedia.org/resource/Big_Brother_(Belgian_TV_series)>
v for vendetta (2005),<http://dbpedia.org/resource/V_for_Vendetta_(film)>
cast away (2000),<http://dbpedia.org/resource/Cast_Away>
star trek into darkness (2013),<http://dbpedia.org/resource/Star_Trek_Into_Darkness>
star trek ii: the wrath of khan (1982),<http://dbpedia.org/resource/Star_Trek_II:_The_Wrath_of_Khan>
ghostbusters (1984),<http://dbpedia.org/resource/Ghostbusters>
few options (2011),<http://dbpedia.org/resource/Few_Options>
it chapter 2 (2019),<http://dbpedia.org/resource/Annabelle_(film)>
black and blue (2019),<http://dbpedia.org/resource/Black_and_Blue_(2019_film)>
guardians of the galaxy vol. 2 (2017),<http://dbpedia.org/resource/Guardians_of_the_Galaxy_Vol._2>
jurassic world (2015),<http://dbpedia.org/resource/Jurassic_World_(film_score)>
21 jump street (2012),<http://dbpedia.org/resource/21_Jump_Street_(film)>
devil (2010),<http://dbpedia.org/resource/Devil_(2010_film)>
beast (2017),<http://dbpedia.org/resource/Beast_(2017_film)>
impractical jokers (2011),<http://dbpedia.org/resource/Impractical_Jokers>
black sheep (2006),<http://dbpedia.org/resource/Black_Sheep_(2006_German_film)>
seven pounds (2008),<http://dbpedia.org/resource/Seven_Pounds>
ferris bueller's day off (1986),<http://dbpedia.org/resource/Ferris_Bueller's_Day_Off>
hotel transylvania (2012),<http://dbpedia.org/resource/Hotel_Transylvania_(film)>
green street hooligans (2005),<http://dbpedia.org/resource/Scarface_(1983_film)>
troop zero (2019),<http://dbpedia.org/resource/Troop_Zero>
tangled (2010),<http://dbpedia.org/resource/Tangled>
zootopia (2016),<http://dbpedia.org/resource/Zootopia>
paranoid (2016),<http://dbpedia.org/resource/Paranoid_(TV_series)>
something for everyone (1970),<http://dbpedia.org/resource/Something_for_Everyone>
10 cloverfield lane (2016),<http://dbpedia.org/resource/10_Cloverfield_Lane>
the poughkeepsie tapes (2007),<http://dbpedia.org/resource/The_Poughkeepsie_Tapes>
the man from earth (2007),<http://dbpedia.org/resource/The_Man_from_Earth>
doubt (2008),<http://dbpedia.org/resource/Doubt_(2008_film)>
one hour photo (2002),<http://dbpedia.org/resource/One_Hour_Photo>
contagion (2011),<http://dbpedia.org/resource/Contagion_(2011_film)>
the babadook (2014),<http://dbpedia.org/resource/The_Babadook>
the witch (2015 film),<http://dbpedia.org/resource/Train_to_Busan>
train to busan (2016),<http://dbpedia.org/resource/Train_to_Busan>
i stand alone (1998),<http://dbpedia.org/resource/I_Stand_Alone_(film)>
the general (1926),<http://dbpedia.org/resource/The_General_(1926_film)>
the butler (2013),<http://dbpedia.org/resource/The_Butler>
dan in real life (2007),<http://dbpedia.org/resource/Dan_in_Real_Life>
get smart (2008),<http://dbpedia.org/resource/Get_Smart_(film)>
the international (2009),<http://dbpedia.org/resource/The_International_(2009_film)>
snowden (2016),<http://dbpedia.org/resource/Snowden_(film)>
the exception (2016),<http://dbpedia.org/resource/The_Exception>
thank you for smoking (2005),<http://dbpedia.org/resource/Thank_You_for_Smoking>
wreck-it ralph (2012),<http://dbpedia.org/resource/Wreck-It_Ralph>
friends (1994),<http://dbpedia.org/resource/Friends>
armed response (2017),<http://dbpedia.org/resource/Armed_Response_(2017_film)>
les dalton (2004),<http://dbpedia.org/resource/Les_Dalton_(film)>
i am bruce lee (2012),<http://dbpedia.org/resource/I_Am_Bruce_Lee>
the one (2001),<http://dbpedia.org/resource/The_One_(2001_film)>
a beautiful mind (2001),<http://dbpedia.org/resource/A_Beautiful_Mind_(film)>
memento mori (1999),<http://dbpedia.org/resource/Memento_Mori_(film)>
little fugitive (1953),<http://dbpedia.org/resource/Little_Fugitive_(1953_film)>
america's sweethearts (2001),<http://dbpedia.org/resource/America's_Sweethearts>
second only (1989),<http://dbpedia.org/resource/Ant-Man_and_the_Wasp>
justice league (2015),<http://dbpedia.org/resource/Suicide_Squad_(film)>
vamps (2012),<http://dbpedia.org/resource/Vamps_(film)>
police (1985),<http://dbpedia.org/resource/Police_(1985_film)>
the florida project (2017),<http://dbpedia.org/resource/The_Florida_Project>
forbidden games (1952),<http://dbpedia.org/resource/Forbidden_Games>
pandemic (2016),<http://dbpedia.org/resource/Pandemic_(film)>
taken 2 (2012),<http://dbpedia.org/resource/Taken_2>
earth to echo (2014),<http://dbpedia.org/resource/Earth_to_Echo>
lords of chaos (2018),<http://dbpedia.org/resource/Lords_of_Chaos_(film)>
made men (1999),<http://dbpedia.org/resource/Made_Men_(film)>
the walk (2015),<http://dbpedia.org/resource/The_Walk_(2015_film)>
finding home (2003),<http://dbpedia.org/resource/Finding_Home>
national treasure (2004),<http://dbpedia.org/resource/National_Treasure_(film)>
ghost rider (2007),<http://dbpedia.org/resource/Ghost_Rider_(2007_film)>
trapped in paradise (1994),<http://dbpedia.org/resource/Trapped_in_Paradise>
goodbye (2011),<http://dbpedia.org/resource/Goodbye_(2011_film)>
police academy (1984),<http://dbpedia.org/resource/Police_Academy_(film)>
you (2018),<http://dbpedia.org/resource/You_(season_2)>
the force (2017),<http://dbpedia.org/resource/The_Force_(2017_film)>
dinosaurs (1991),<http://dbpedia.org/resource/Dinosaurs_(TV_series)>
bumblebee (2018),<http://dbpedia.org/resource/Bumblebee_(film)>
transformers (1986),<http://dbpedia.org/resource/Bumblebee_(film)>
malibu's most wanted (2003),<http://dbpedia.org/resource/Malibu's_Most_Wanted>
the professor (2018),<http://dbpedia.org/resource/The_Professor_(2018_film)>
your highness (2011),<http://dbpedia.org/resource/Your_Highness>
the souvenir (2019),<http://dbpedia.org/resource/The_Souvenir>
ocean's eleven (2001),<http://dbpedia.org/resource/Ocean's_Eleven>
the man from u.n.c.l.e. (2015),<http://dbpedia.org/resource/The_Man_from_U.N.C.L.E._(film)>
mr. & mrs. smith (2005),<http://dbpedia.org/resource/Mr._&_Mrs._Smith_(2005_film)>
the lone ranger (2013),<http://dbpedia.org/resource/The_Lone_Ranger_(2013_film)>
mary poppins returns (2018),<http://dbpedia.org/resource/Mary_Poppins_Returns>
the first wives club (1996),<http://dbpedia.org/resource/The_First_Wives_Club>
adult life skills (2016),<http://dbpedia.org/resource/Adult_Life_Skills>
women who kill (2016),<http://dbpedia.org/resource/Women_Who_Kill>
hellboy (2004),<http://dbpedia.org/resource/Hellboy_(2004_film)>
the commuter (2018),<http://dbpedia.org/resource/The_Commuter_(film)>
the host (2006),<http://dbpedia.org/resource/The_Host_(2006_film)>
the hitman's bodyguard (2017),<http://dbpedia.org/resource/The_Hitman's_Bodyguard>
highly dangerous (1950),<http://dbpedia.org/resource/Highly_Dangerous>
killer klowns from outer space (1988),<http://dbpedia.org/resource/Killer_Klowns_from_Outer_Space>
2 hours love (2019),<http://dbpedia.org/resource/2_Hours_Love>
finding dory (2016),<http://dbpedia.org/resource/Finding_Dory>
atonement (2007),<http://dbpedia.org/resource/Atonement_(2007_film)>
wonder wheel (2017),<http://dbpedia.org/resource/Wonder_Wheel_(film)>
step (2017),<http://dbpedia.org/resource/Step_(film)>
tommy boy (1995),<http://dbpedia.org/resource/Tommy_Boy>
little nikita (1988),<http://dbpedia.org/resource/Little_Nikita>
red sparrow (2018),<http://dbpedia.org/resource/Red_Sparrow>
bridge of spies (2015),<http://dbpedia.org/resource/Bridge_of_Spies_(film)>
spies (1928),<http://dbpedia.org/resource/The_Bridge_(2006_documentary_film)>
homeland (2009),<http://dbpedia.org/resource/Showtime_(film)>
showtime (2002),<http://dbpedia.org/resource/Times_Square_(1980_film)>
hanna (2011),<http://dbpedia.org/resource/Hanna_(film)>
breakthrough (2019),<http://dbpedia.org/resource/Breakthrough_(2019_film)>
end game (2018),<http://dbpedia.org/resource/End_Game_(2018_film)>
the prodigy (2019),<http://dbpedia.org/resource/The_Prodigy_(film)>
criminal (2016),<http://dbpedia.org/resource/Criminal_(2016_film)>
se7en (1995),<http://dbpedia.org/resource/Serial_(1980_film)>
the cleansing hour (2019),<http://dbpedia.org/resource/The_Cleansing_Hour>
regression (2015),<http://dbpedia.org/resource/Regression_(film)>
